observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	datasetId	replicateId	datapointId	lloq
obsES		C1	0.00245190115618112	50		sigma_obsES	data1	1		-Inf
obsES		C1	0.00201074468537195	50		sigma_obsES	data1	2		-Inf
obsES		C1	0.00185568209480809	50		sigma_obsES	data1	3		-Inf
obsES		C1	22.3872614002431	60		sigma_obsES	data1	1		-Inf
obsES		C1	27.6892301563446	60		sigma_obsES	data1	2		-Inf
obsES		C1	30.5459498550361	60		sigma_obsES	data1	3		-Inf
obsES		C1	29.1116077178098	70		sigma_obsES	data1	1		-Inf
obsES		C1	30.2852317806266	70		sigma_obsES	data1	2		-Inf
obsES		C1	29.7659081315662	70		sigma_obsES	data1	3		-Inf
obsES		C1	27.4694296659375	80		sigma_obsES	data1	1		-Inf
obsES		C1	32.80110815974	80		sigma_obsES	data1	2		-Inf
obsES		C1	28.9470138056334	80		sigma_obsES	data1	3		-Inf
obsES		C1	16.7051573824295	90		sigma_obsES	data1	1		-Inf
obsES		C1	14.5597577647649	90		sigma_obsES	data1	2		-Inf
obsES		C1	14.6200425721672	90		sigma_obsES	data1	3		-Inf
obsES		C1	5.29095141147023	100		sigma_obsES	data1	1		-Inf
obsES		C1	5.26379483198638	100		sigma_obsES	data1	2		-Inf
obsES		C1	6.35375374139613	100		sigma_obsES	data1	3		-Inf
obsP		C1	1.0701349466787	10		sigma_obsP	data1	1		-Inf
obsP		C1	0.966700752716104	10		sigma_obsP	data1	2		-Inf
obsP		C1	0.86762717479369	10		sigma_obsP	data1	3		-Inf
obsP		C1	2.13957564764968	20		sigma_obsP	data1	1		-Inf
obsP		C1	1.92870647932312	20		sigma_obsP	data1	2		-Inf
obsP		C1	2.07751221128236	20		sigma_obsP	data1	3		-Inf
obsP		C1	1.8772023084603	30		sigma_obsP	data1	1		-Inf
obsP		C1	2.38894293697717	30		sigma_obsP	data1	2		-Inf
obsP		C1	2.38956584059928	30		sigma_obsP	data1	3		-Inf
obsP		C1	1.83133257353684	40		sigma_obsP	data1	1		-Inf
obsP		C1	1.86017560016957	40		sigma_obsP	data1	2		-Inf
obsP		C1	2.21052587897531	40		sigma_obsP	data1	3		-Inf
obsP		C1	2.0973661047602	50		sigma_obsP	data1	1		-Inf
obsP		C1	2.24674374991327	50		sigma_obsP	data1	2		-Inf
obsP		C1	1.79463079892947	50		sigma_obsP	data1	3		-Inf
obsP		C1	38.7851895202307	60		sigma_obsP	data1	1		-Inf
obsP		C1	28.0107023345003	60		sigma_obsP	data1	2		-Inf
obsP		C1	27.315599517801	60		sigma_obsP	data1	3		-Inf
obsP		C1	65.2358329478443	70		sigma_obsP	data1	1		-Inf
obsP		C1	60.2195347814997	70		sigma_obsP	data1	2		-Inf
obsP		C1	66.9836715267079	70		sigma_obsP	data1	3		-Inf
obsP		C1	97.2736801359784	80		sigma_obsP	data1	1		-Inf
obsP		C1	101.917062042189	80		sigma_obsP	data1	2		-Inf
obsP		C1	95.0979747424727	80		sigma_obsP	data1	3		-Inf
obsP		C1	99.7237769330913	90		sigma_obsP	data1	1		-Inf
obsP		C1	117.226332911051	90		sigma_obsP	data1	2		-Inf
obsP		C1	115.316282881393	90		sigma_obsP	data1	3		-Inf
obsP		C1	126.163235637676	100		sigma_obsP	data1	1		-Inf
obsP		C1	116.988547759065	100		sigma_obsP	data1	2		-Inf
obsP		C1	129.152970845482	100		sigma_obsP	data1	3		-Inf
obsS		C1	101.009213404713	10		sigma_obsS	data1	1		-Inf
obsS		C1	115.321039898898	10		sigma_obsS	data1	2		-Inf
obsS		C1	112.396357375834	10		sigma_obsS	data1	3		-Inf
obsS		C1	113.886223143413	20		sigma_obsS	data1	1		-Inf
obsS		C1	87.2483177105583	20		sigma_obsS	data1	2		-Inf
obsS		C1	87.3674990303475	20		sigma_obsS	data1	3		-Inf
obsS		C1	100.657997689326	30		sigma_obsS	data1	1		-Inf
obsS		C1	94.9226085653983	30		sigma_obsS	data1	2		-Inf
obsS		C1	96.1070454553076	30		sigma_obsS	data1	3		-Inf
obsS		C1	105.526522006665	40		sigma_obsS	data1	1		-Inf
obsS		C1	103.212112590535	40		sigma_obsS	data1	2		-Inf
obsS		C1	102.154728589099	40		sigma_obsS	data1	3		-Inf
obsS		C1	77.5792988881047	50		sigma_obsS	data1	1		-Inf
obsS		C1	98.0558985944258	50		sigma_obsS	data1	2		-Inf
obsS		C1	100.814832758257	50		sigma_obsS	data1	3		-Inf
obsS		C1	63.7963193505541	60		sigma_obsS	data1	1		-Inf
obsS		C1	67.4528377546082	60		sigma_obsS	data1	2		-Inf
obsS		C1	68.8910365749747	60		sigma_obsS	data1	3		-Inf
obsS		C1	34.0993259362301	70		sigma_obsS	data1	1		-Inf
obsS		C1	35.9806776578971	70		sigma_obsS	data1	2		-Inf
obsS		C1	43.2338464178716	70		sigma_obsS	data1	3		-Inf
obsS		C1	6.98305882948538	80		sigma_obsS	data1	1		-Inf
obsS		C1	8.82825728472757	80		sigma_obsS	data1	2		-Inf
obsS		C1	8.00034461702827	80		sigma_obsS	data1	3		-Inf
obsS		C1	0.0910100488747688	90		sigma_obsS	data1	1		-Inf
obsS		C1	0.0854139048904023	90		sigma_obsS	data1	2		-Inf
obsS		C1	0.094647224909661	90		sigma_obsS	data1	3		-Inf
obsS		C1	0.0220489943805755	100		sigma_obsS	data1	1		-Inf
obsS		C1	0.0234433641952836	100		sigma_obsS	data1	2		-Inf
obsS		C1	0.0245512616452544	100		sigma_obsS	data1	3		-Inf
