observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	datasetId	replicateId	datapointId	lloq
obsP		C1	1.05249436970923	10		sigma_obsP	data1	3		-Inf
obsP		C1	2.09674710846827	20		sigma_obsP	data1	1		-Inf
obsP		C1	2.10140941681216	20		sigma_obsP	data1	2		-Inf
obsP		C1	2.23520727571091	20		sigma_obsP	data1	3		-Inf
obsP		C1	1.75534738006121	30		sigma_obsP	data1	1		-Inf
obsP		C1	1.99057513686268	30		sigma_obsP	data1	2		-Inf
obsP		C1	1.9495716484849	30		sigma_obsP	data1	3		-Inf
obsP		C1	2.05477661670135	40		sigma_obsP	data1	1		-Inf
obsP		C1	2.07956523412259	40		sigma_obsP	data1	2		-Inf
obsP		C1	2.13410923812546	40		sigma_obsP	data1	3		-Inf
obsP		C1	2.27118928361271	50		sigma_obsP	data1	1		-Inf
obsP		C1	1.83194307463839	50		sigma_obsP	data1	2		-Inf
obsP		C1	1.99241081789523	50		sigma_obsP	data1	3		-Inf
obsP		C1	33.7159569296903	60		sigma_obsP	data1	1		-Inf
obsP		C1	29.5088886150274	60		sigma_obsP	data1	2		-Inf
obsP		C1	33.433719647368	60		sigma_obsP	data1	3		-Inf
obsP		C1	53.094858843612	70		sigma_obsP	data1	1		-Inf
obsP		C1	71.3339115909256	70		sigma_obsP	data1	2		-Inf
obsP		C1	59.0336887312963	70		sigma_obsP	data1	3		-Inf
obsP		C1	83.6771124313136	80		sigma_obsP	data1	1		-Inf
obsP		C1	89.9489093086252	80		sigma_obsP	data1	2		-Inf
obsP		C1	99.0347832057228	80		sigma_obsP	data1	3		-Inf
obsP		C1	117.798604376775	90		sigma_obsP	data1	1		-Inf
obsP		C1	116.927168738634	90		sigma_obsP	data1	2		-Inf
obsP		C1	119.595419270018	90		sigma_obsP	data1	3		-Inf
obsP		C1	120.36082655578	100		sigma_obsP	data1	1		-Inf
obsP		C1	129.364370593601	100		sigma_obsP	data1	2		-Inf
obsP		C1	127.659404611207	100		sigma_obsP	data1	3		-Inf
obsS		C1	103.871570011741	10		sigma_obsS	data1	1		-Inf
obsS		C1	112.622661261917	10		sigma_obsS	data1	2		-Inf
obsS		C1	101.496169351662	10		sigma_obsS	data1	3		-Inf
obsS		C1	79.7042238962051	20		sigma_obsS	data1	1		-Inf
obsS		C1	105.980589778864	20		sigma_obsS	data1	2		-Inf
obsS		C1	98.5665033956131	20		sigma_obsS	data1	3		-Inf
obsS		C1	93.6711865179446	30		sigma_obsS	data1	1		-Inf
obsS		C1	113.823958657081	30		sigma_obsS	data1	2		-Inf
obsS		C1	94.1658736148661	30		sigma_obsS	data1	3		-Inf
obsS		C1	99.9531068515748	40		sigma_obsS	data1	1		-Inf
obsS		C1	97.646865354057	40		sigma_obsS	data1	2		-Inf
obsS		C1	97.2092108233758	40		sigma_obsS	data1	3		-Inf
obsS		C1	102.755893949494	50		sigma_obsS	data1	1		-Inf
obsS		C1	124.148137126426	50		sigma_obsS	data1	2		-Inf
obsS		C1	86.6698958155189	50		sigma_obsS	data1	3		-Inf
obsS		C1	61.8946953485062	60		sigma_obsS	data1	1		-Inf
obsS		C1	72.5720190712632	60		sigma_obsS	data1	2		-Inf
obsS		C1	59.4079811669119	60		sigma_obsS	data1	3		-Inf
obsS		C1	36.1971088809372	70		sigma_obsS	data1	1		-Inf
obsS		C1	33.5847908047142	70		sigma_obsS	data1	2		-Inf
obsS		C1	34.4234003250861	70		sigma_obsS	data1	3		-Inf
obsS		C1	8.48108356247187	80		sigma_obsS	data1	1		-Inf
obsS		C1	8.99922845432662	80		sigma_obsS	data1	2		-Inf
obsS		C1	6.88718661163496	80		sigma_obsS	data1	3		-Inf
obsS		C1	0.0933057475428592	90		sigma_obsS	data1	1		-Inf
obsS		C1	0.0881398392932432	90		sigma_obsS	data1	2		-Inf
obsS		C1	0.079351593178762	90		sigma_obsS	data1	3		-Inf
obsS		C1	0.0225978176609548	100		sigma_obsS	data1	1		-Inf
obsS		C1	0.0216015782422311	100		sigma_obsS	data1	2		-Inf
obsS		C1	0.0236699699604135	100		sigma_obsS	data1	3		-Inf
